FlightGroup,Dept_Day,Taken_Day,Days_To_Dept,Duration,Available,Hopping,Total_Fare
14,3,0,16,170,9.0,0,4273.0
19,4,4,9,400,9.0,0,7523.0
8,0,5,16,175,33.0,0,3925.0
9,6,3,69,165,11.0,0,3579.0
9,3,3,66,280,3.0,0,4697.0
22,0,3,22,165,9.0,0,4668.0
6,2,4,60,170,7.0,0,6887.0
19,1,5,47,175,9.0,0,4377.0
8,5,4,49,175,5.0,0,6887.0
4,6,1,53,165,44.0,0,3583.0
9,1,4,76,165,11.0,0,4644.0
6,6,0,33,170,7.0,0,8041.0
22,5,4,77,160,9.0,0,4983.0
9,2,5,45,165,10.0,0,8041.0
13,5,3,19,165,7.0,0,3690.0
18,2,3,44,170,9.0,0,4945.0
22,2,0,64,165,8.0,0,5718.0
12,6,5,28,175,7.0,0,5160.0
19,2,4,53,400,9.0,0,7567.0
2,2,5,10,165,6.0,0,10583.0
6,6,4,57,285,37.0,0,4011.0
7,3,1,71,175,44.0,0,3925.0
15,3,3,24,175,9.0,0,4839.0
20,1,0,45,170,9.0,0,3925.0
6,4,5,57,175,10.0,0,8567.0
19,3,1,1,400,9.0,0,14299.0
1,6,1,4,165,5.0,0,10741.0
6,3,5,53,170,1.0,0,6887.0
0,6,0,19,165,9.0,0,4756.0
7,2,4,32,170,9.0,0,4944.0
9,3,5,18,165,41.0,0,4644.0
2,0,5,23,165,9.0,0,7381.0
7,0,0,84,175,15.0,0,3925.0
11,3,4,33,160,7.0,0,8121.0
7,2,3,58,175,10.0,0,5554.0
8,3,3,31,245,1.0,0,6413.0
8,0,3,50,245,14.0,0,4696.0
11,2,0,71,155,5.0,0,3270.0
20,4,1,61,170,9.0,0,3579.0
8,4,4,16,175,34.0,0,3925.0
7,1,5,54,170,2.0,0,4377.0
9,4,5,36,280,2.0,0,5329.0
0,0,5,65,170,9.0,0,4651.0
8,2,3,37,170,7.0,0,11122.0
17,2,0,22,485,9.0,0,4417.0
6,5,1,38,175,10.0,0,8671.0
12,1,3,88,175,5.0,0,3270.0
15,1,5,19,175,9.0,0,3527.0
19,1,0,80,175,9.0,0,3265.0
10,1,4,41,180,6.0,0,5160.0
21,4,5,50,160,9.0,0,7608.0
15,0,4,24,175,9.0,0,5469.0
3,2,0,57,165,8.0,0,5596.0
9,6,5,56,165,6.0,0,4944.0
19,0,3,50,175,9.0,0,4945.0
0,2,4,60,170,9.0,0,8011.0
0,2,4,74,170,9.0,0,4651.0
4,2,4,25,165,81.0,0,4594.0
2,6,0,26,165,7.0,0,4756.0
6,5,5,69,290,8.0,0,5570.0
6,0,3,57,175,10.0,0,8041.0
18,2,4,39,170,9.0,0,7149.0
5,0,4,10,160,9.0,0,6069.0
12,0,1,20,175,7.0,0,5160.0
22,6,5,35,165,6.0,0,5403.0
19,2,0,71,400,9.0,0,4417.0
6,3,3,38,170,9.0,0,8671.0
10,2,1,28,180,7.0,0,8121.0
7,1,3,46,170,9.0,0,4644.0
20,6,1,46,170,9.0,0,5575.0
9,6,0,82,280,19.0,0,4011.0
22,3,2,0,160,3.0,0,21100.0
6,6,5,91,275,10.0,0,5329.0
22,0,0,49,160,9.0,0,7398.0
0,5,1,3,170,5.0,0,10741.0
8,2,3,79,175,46.0,0,3925.0
5,1,1,16,160,42.0,0,3583.0
3,4,5,15,165,9.0,0,4756.0
9,0,3,8,170,2.0,0,4944.0
19,6,1,18,175,9.0,0,4377.0
1,6,3,13,165,7.0,0,8011.0
22,0,4,17,165,9.0,0,4143.0
19,6,5,21,400,9.0,0,4667.0
18,1,3,39,170,9.0,0,4945.0
19,1,4,41,400,9.0,0,6097.0
8,1,1,58,175,10.0,0,5554.0
12,4,4,37,175,7.0,0,8121.0
9,2,3,2,165,2.0,0,9928.0
7,5,1,73,170,49.0,0,3264.0
7,4,4,44,170,3.0,0,4644.0
9,5,3,47,285,1.0,0,4410.0
7,0,1,6,170,2.0,0,7517.0
0,1,1,9,165,9.0,0,7171.0
6,0,0,70,170,51.0,0,5554.0
9,3,0,58,285,1.0,0,4049.0
22,5,5,41,160,7.0,0,7398.0
9,1,4,76,170,13.0,0,3264.0
8,6,0,47,175,10.0,0,6361.0
22,0,5,51,160,9.0,0,7398.0
12,6,1,67,175,7.0,0,6126.0
19,3,5,32,400,9.0,0,4667.0
12,6,3,20,175,7.0,0,5160.0
4,6,0,68,165,51.0,0,3583.0
2,3,4,61,165,9.0,0,6646.0
6,6,3,13,170,69.0,0,6887.0
13,6,5,28,165,7.0,0,4530.0
10,1,1,44,180,5.0,0,3900.0
12,6,0,5,165,1.0,0,7281.0
9,5,1,24,165,15.0,0,4377.0
6,6,0,19,170,2.0,0,4377.0
9,4,0,48,165,4.0,0,4944.0
7,5,4,14,165,32.0,0,3579.0
8,0,3,1,175,5.0,0,8671.0
19,5,1,45,400,9.0,0,7567.0
16,2,1,35,170,9.0,0,9039.0
11,5,3,19,160,7.0,0,4530.0
6,6,1,46,175,1.0,0,6887.0
0,4,1,33,170,9.0,0,8221.0
0,4,4,79,165,4.0,0,4021.0
8,5,1,45,245,1.0,0,5606.0
7,4,1,33,175,10.0,0,8041.0
7,3,1,71,170,100.0,0,4377.0
22,4,3,7,160,9.0,0,7293.0
6,3,5,46,260,5.0,0,7776.0
21,1,3,46,160,8.0,0,7398.0
6,5,0,25,290,21.0,0,5540.0
6,3,1,15,275,4.0,0,5020.0
6,3,4,19,170,72.0,0,7280.0
22,5,4,49,160,3.0,0,7398.0
5,2,5,31,160,3.0,0,4594.0
7,1,3,4,170,2.0,0,6361.0
0,2,1,70,170,9.0,0,4651.0
5,3,0,23,160,74.0,0,4594.0
0,3,1,22,165,9.0,0,7591.0
6,1,0,66,275,11.0,0,5023.0
19,4,5,85,400,9.0,0,4667.0
14,2,5,24,170,9.0,0,4839.0
8,2,4,88,245,21.0,0,4696.0
6,5,3,82,165,26.0,0,4644.0
10,6,3,55,180,7.0,0,5160.0
9,0,0,49,280,4.0,0,4011.0
12,2,1,56,175,7.0,0,6126.0
10,3,4,89,180,1.0,0,3270.0
9,4,4,23,170,2.0,0,3579.0
5,0,5,2,160,1.0,0,8009.0
9,1,0,10,285,8.0,0,6944.0
16,0,3,22,170,9.0,0,4839.0
7,4,3,70,170,23.0,0,3417.0
22,1,4,13,160,9.0,0,6768.0
4,5,1,17,165,73.0,0,3583.0
17,4,1,47,485,9.0,0,6517.0
6,2,5,3,170,16.0,0,8041.0
12,1,4,76,175,7.0,0,5160.0
2,1,1,79,165,3.0,0,3548.0
7,5,0,32,165,9.0,0,4944.0
22,5,5,83,165,9.0,0,5508.0
9,0,4,31,285,3.0,1,6993.0
6,3,1,29,170,4.0,0,8041.0
21,2,1,56,175,9.0,0,7398.0
21,4,1,40,175,8.0,0,7608.0
10,1,0,38,180,7.0,0,6126.0
22,3,4,40,160,1.0,0,7398.0
5,6,0,82,160,58.0,0,3583.0
12,1,1,2,165,2.0,0,19162.0
2,6,1,67,165,9.0,0,4021.0
6,4,4,16,260,1.0,0,4573.0
7,2,3,51,175,8.0,0,5554.0
9,3,5,18,285,5.0,0,3629.0
21,3,4,75,175,9.0,0,4983.0
11,1,3,18,155,5.0,0,3900.0
3,5,3,68,180,7.0,0,3548.0
1,5,4,91,165,4.0,0,3548.0
9,6,4,92,285,10.0,0,3788.0
2,1,5,89,165,3.0,0,3548.0
15,3,0,30,175,9.0,0,5469.0
12,3,3,45,175,3.0,0,7281.0
6,5,1,24,290,21.0,0,5540.0
6,4,0,20,170,5.0,0,4644.0
7,2,1,0,170,7.0,0,21776.0
15,1,1,79,175,9.0,0,3211.0
8,1,4,6,180,5.0,0,6887.0
7,3,1,78,165,21.0,0,3264.0
21,5,3,68,175,6.0,0,5508.0
6,6,5,28,260,1.0,0,4573.0
6,5,4,84,275,30.0,0,5455.0
10,0,4,87,180,7.0,0,6651.0
0,4,4,79,170,6.0,0,4021.0
19,2,1,63,175,9.0,0,3925.0
0,0,4,10,165,5.0,0,9061.0
9,5,5,55,170,3.0,0,6887.0
15,5,5,20,175,9.0,0,3873.0
20,6,4,78,170,9.0,0,3265.0
5,2,3,44,160,49.0,0,4594.0
21,1,0,31,175,9.0,0,4668.0
7,5,5,69,165,24.0,0,3264.0
9,2,4,74,170,70.0,0,3925.0
1,5,1,10,165,1.0,0,7171.0
6,2,3,58,275,5.0,0,5359.0
17,1,4,55,485,9.0,0,6517.0
2,4,1,12,165,9.0,0,7171.0
6,0,0,49,175,8.0,0,8041.0
22,2,1,14,160,9.0,0,7293.0
19,3,4,26,175,9.0,0,4945.0
6,1,4,90,170,38.0,0,4644.0
22,2,5,80,160,9.0,0,5718.0
9,0,1,27,165,67.0,0,6991.0
11,1,5,89,160,3.0,0,3270.0
6,1,4,69,170,32.0,0,3925.0
8,0,1,83,175,25.0,0,3925.0
12,1,4,20,175,7.0,0,4530.0
6,5,5,55,275,58.0,0,5965.0
16,2,3,23,170,9.0,0,4839.0
3,3,5,74,165,4.0,0,3548.0
20,2,1,84,170,9.0,0,3265.0
6,0,0,21,170,10.0,0,6887.0
14,3,4,33,170,9.0,0,4273.0
17,0,5,86,485,9.0,0,4417.0
22,4,1,75,160,9.0,0,5508.0
6,3,0,30,285,3.0,0,4697.0
15,0,5,51,175,9.0,0,4839.0
11,6,3,83,160,2.0,0,3270.0
7,2,4,11,175,4.0,0,4377.0
2,0,0,0,165,2.0,0,9901.0
13,5,1,59,165,7.0,0,5160.0
11,5,0,25,155,6.0,0,4530.0
6,1,4,90,285,64.0,0,4011.0
7,2,4,67,170,28.0,0,3417.0
7,6,0,68,165,3.0,0,3417.0
22,1,4,90,165,9.0,0,4983.0
11,6,0,54,160,1.0,0,5160.0
5,0,0,49,160,37.0,0,4594.0
8,1,1,16,175,5.0,0,4377.0
11,5,4,14,155,4.0,0,3900.0
12,3,1,43,175,7.0,0,7281.0
21,0,5,51,175,9.0,0,7608.0
7,3,3,80,170,31.0,0,3579.0
22,4,5,71,160,9.0,0,5508.0
12,3,1,29,165,7.0,0,8121.0
3,0,0,70,165,1.0,0,4021.0
11,0,0,28,160,7.0,0,8646.0
7,1,4,20,165,8.0,0,3925.0
8,3,1,15,180,2.0,0,4377.0
16,5,4,91,170,9.0,0,3211.0
22,3,5,46,160,9.0,0,7398.0
5,6,0,61,160,82.0,0,4220.0
12,2,1,28,165,7.0,0,8121.0
10,4,4,9,180,5.0,0,7281.0
21,3,5,4,175,9.0,0,8448.0
22,6,3,41,165,9.0,0,7398.0
1,2,4,67,165,7.0,0,4021.0
2,1,3,39,165,7.0,0,8221.0
21,5,5,62,175,9.0,0,5508.0
21,0,4,3,160,2.0,0,21310.0
6,4,1,82,170,24.0,0,4644.0
6,2,3,44,275,4.0,0,4691.0
8,6,3,90,180,39.0,0,3925.0
7,2,3,65,170,28.0,0,3417.0
5,4,3,84,160,38.0,0,3583.0
9,0,4,73,170,17.0,0,3264.0
4,5,3,82,165,21.0,0,3583.0
9,2,5,80,170,45.0,0,3925.0
9,0,0,70,280,10.0,0,4376.0
6,5,3,82,285,57.0,0,4011.0
22,4,5,57,160,9.0,0,7398.0
18,1,4,41,170,9.0,0,4945.0
13,1,1,44,165,7.0,0,4530.0
18,4,4,30,170,9.0,0,4377.0
19,2,3,9,175,9.0,0,6887.0
9,6,1,67,285,2.0,0,3629.0
10,5,1,17,180,4.0,0,4530.0
6,6,3,13,260,15.0,0,6444.0
13,6,3,62,165,7.0,0,5160.0
13,2,1,63,165,7.0,0,5160.0
7,1,5,61,170,10.0,0,4377.0
10,4,4,16,180,7.0,0,5160.0
22,1,4,76,160,9.0,0,4983.0
7,4,5,8,165,5.0,0,5554.0
9,1,0,17,165,8.0,0,4644.0
6,3,1,36,175,10.0,0,8671.0
6,5,5,76,290,33.0,0,6006.0
10,5,5,62,180,7.0,0,5160.0
18,0,5,30,170,9.0,0,4945.0
19,4,0,34,400,9.0,0,5363.0
8,1,4,69,175,30.0,0,3925.0
9,2,5,52,165,9.0,0,8041.0
12,5,5,13,165,7.0,0,4530.0
6,2,3,79,175,37.0,0,4644.0
18,2,4,88,170,9.0,0,3265.0
8,2,0,71,180,38.0,0,4318.0
20,6,3,20,170,9.0,0,3925.0
9,6,4,57,165,6.0,0,4944.0
6,6,1,18,170,9.0,0,6361.0
16,0,3,71,170,9.0,0,4273.0
7,3,3,17,170,4.0,0,3579.0
9,5,3,68,170,55.0,0,3579.0
6,1,3,18,285,42.0,0,4011.0
8,2,4,53,180,7.0,0,6887.0
4,1,4,6,165,1.0,0,4220.0
19,1,4,83,400,9.0,0,4417.0
9,5,0,53,165,9.0,0,4644.0
7,0,1,48,170,1.0,0,4644.0
9,2,3,16,165,8.0,0,4944.0
5,6,4,50,160,45.0,0,4594.0
9,3,3,45,170,8.0,0,4944.0
21,3,4,19,175,9.0,0,4668.0
6,1,0,17,275,1.0,0,4691.0
22,5,3,5,160,9.0,0,8448.0
13,3,3,66,165,7.0,0,3270.0
6,3,4,26,275,11.0,1,5662.0
6,0,1,55,170,1.0,0,6887.0
4,6,5,49,165,5.0,0,3583.0
13,0,0,56,165,7.0,0,5160.0
21,2,0,8,175,9.0,0,7293.0
16,0,0,63,170,9.0,0,3873.0
4,4,5,85,165,16.0,0,3583.0
7,2,5,24,170,66.0,0,4377.0
9,5,1,3,170,6.0,0,7517.0
1,4,5,85,165,2.0,0,3548.0
10,0,5,16,180,4.0,0,6651.0
9,1,4,6,170,3.0,0,4944.0
20,3,1,64,170,9.0,0,3265.0
10,1,5,82,180,3.0,0,3270.0
6,3,2,0,170,5.0,0,28000.0
12,1,5,68,175,7.0,0,6126.0
19,3,4,61,400,9.0,0,4983.0
13,0,0,42,165,7.0,0,4530.0
10,5,1,87,180,5.0,0,3270.0
22,4,5,78,160,9.0,0,5508.0
7,5,1,59,175,3.0,0,5554.0
6,2,4,74,275,25.0,0,5662.0
21,5,2,2,160,5.0,0,10968.0
10,4,3,63,180,7.0,0,5160.0
6,1,1,58,285,8.0,0,4011.0
22,5,3,5,160,9.0,0,8448.0
19,6,0,68,400,9.0,0,4417.0
21,6,5,70,160,9.0,0,5508.0
10,6,3,13,180,7.0,0,7281.0
7,4,4,44,170,10.0,0,4944.0
6,5,4,91,285,29.0,0,5554.0
5,4,1,5,160,5.0,0,7130.0
22,0,1,20,165,9.0,0,4668.0
10,2,1,56,180,7.0,0,5160.0
8,0,3,64,245,7.0,0,4696.0
7,2,5,31,165,6.0,0,5554.0
6,0,4,87,170,29.0,0,4944.0
14,3,0,65,170,9.0,0,3527.0
8,1,5,12,175,23.0,0,6887.0
17,3,1,71,485,9.0,0,4733.0
8,3,1,8,245,2.0,0,5606.0
12,3,0,72,175,7.0,0,5160.0
21,5,4,91,175,9.0,0,4983.0
6,4,3,28,285,6.0,0,4011.0
12,0,4,80,175,7.0,0,5160.0
5,0,4,66,160,32.0,0,4220.0
9,4,5,1,165,1.0,0,8671.0
3,4,5,71,165,9.0,0,4021.0
22,0,0,14,165,9.0,0,5193.0
15,2,0,43,175,9.0,0,5469.0
8,6,0,54,180,8.0,0,5554.0
5,0,4,87,160,12.0,0,3784.0
13,5,0,81,165,4.0,0,3270.0
6,1,3,18,275,16.0,0,4879.0
14,2,1,28,170,9.0,0,5469.0
7,5,4,56,175,8.0,0,5554.0
0,2,5,3,170,7.0,0,12841.0
12,6,5,0,165,2.0,0,9591.0
6,0,4,80,285,48.0,0,4011.0
2,4,3,0,165,7.0,0,8326.0
21,6,2,3,160,1.0,0,9708.0
0,2,4,53,170,7.0,0,8483.0
7,4,5,57,170,10.0,0,4377.0
6,6,0,82,275,11.0,0,5321.0
22,4,5,50,160,2.0,0,7398.0
2,2,1,56,165,6.0,0,6646.0
13,6,1,25,165,7.0,0,4530.0
7,5,1,38,165,9.0,0,6361.0
6,6,3,13,275,15.0,0,7253.0
21,1,4,69,160,9.0,0,4983.0
9,1,4,27,280,3.0,0,4998.0
5,4,0,55,160,41.0,0,3583.0
6,3,3,87,285,20.0,0,4011.0
8,1,4,13,245,13.0,0,4696.0
10,1,4,27,180,7.0,0,4530.0
14,6,0,47,170,9.0,0,5469.0
6,5,3,5,285,57.0,0,7888.0
9,6,3,20,170,7.0,0,3579.0
6,2,5,66,170,30.0,0,4644.0
15,4,4,58,175,9.0,0,3873.0
0,0,3,8,165,2.0,0,10793.0
9,6,0,47,285,1.0,0,4977.0
19,0,4,31,175,9.0,0,4945.0
21,3,1,50,175,6.0,0,7398.0
9,1,1,65,165,13.0,0,3264.0
8,1,4,20,180,1.0,0,4377.0
15,2,3,51,175,9.0,0,5469.0
9,6,5,91,280,25.0,0,4376.0
1,4,4,2,165,1.0,0,8326.0
21,6,3,69,175,9.0,0,5508.0
18,2,5,3,170,9.0,0,8515.0
10,0,3,78,180,7.0,0,6651.0
0,3,4,61,170,6.0,0,5596.0
7,5,3,61,165,3.0,0,4377.0
19,6,4,85,400,9.0,0,4417.0
9,3,3,52,280,1.0,0,4697.0
2,5,5,76,165,9.0,0,4021.0
1,3,0,58,165,9.0,0,4651.0
11,4,5,50,155,7.0,0,5160.0
12,0,1,62,175,7.0,0,5160.0
22,0,3,1,160,4.0,0,8448.0
7,2,1,84,165,90.0,0,4377.0
12,5,1,24,175,5.0,0,4530.0
6,6,5,84,275,17.0,0,5455.0
10,2,0,15,180,7.0,0,6126.0
12,3,5,60,175,7.0,0,6126.0
0,6,5,49,165,9.0,0,8483.0
12,3,5,11,175,7.0,0,7281.0
6,5,1,31,290,11.0,0,5278.0
6,3,0,37,260,2.0,0,7356.0
7,6,3,90,170,23.0,0,3264.0
6,6,4,22,275,11.0,0,5791.0
7,6,1,81,165,23.0,0,3264.0
20,0,4,59,170,9.0,0,3925.0
21,0,0,63,175,7.0,0,5718.0
9,1,4,55,280,2.0,0,4998.0
6,3,1,29,175,4.0,0,6887.0
18,0,3,29,170,9.0,0,5575.0
18,4,5,1,170,9.0,0,9039.0
12,5,0,88,175,7.0,0,6126.0
4,2,0,57,165,90.0,0,4220.0
21,3,5,25,160,9.0,0,4668.0
14,3,5,53,170,9.0,0,5469.0
19,2,5,38,400,9.0,0,9615.0
9,2,3,23,295,3.0,0,6208.0
22,2,4,81,165,9.0,0,5193.0
6,0,0,70,285,10.0,1,8738.0
3,5,3,61,180,9.0,0,4651.0
9,2,3,86,165,69.0,0,4644.0
9,4,5,78,165,28.0,0,4644.0
18,6,1,60,170,9.0,0,3265.0
8,3,0,16,180,4.0,0,4377.0
7,1,1,65,175,58.0,0,3925.0
9,4,3,56,170,8.0,0,4377.0
22,1,4,41,160,5.0,0,7398.0
13,0,1,76,165,1.0,0,3270.0
12,0,5,23,175,4.0,0,5160.0
6,0,3,1,285,12.0,0,7888.0
8,4,1,5,175,76.0,0,8567.0
13,6,0,5,165,7.0,0,6126.0
22,1,3,60,160,8.0,0,5508.0
6,6,5,21,170,3.0,0,3925.0
0,5,1,52,170,4.0,0,7381.0
9,2,0,85,285,2.0,0,4208.0
4,2,4,18,165,79.0,0,3784.0
8,6,5,28,175,5.0,0,3925.0
6,6,4,15,170,29.0,0,5039.0
14,4,1,40,170,9.0,0,4273.0
18,6,5,35,170,9.0,0,4945.0
7,2,5,24,170,46.0,0,3925.0
22,5,4,63,160,9.0,0,4983.0
22,3,1,64,160,9.0,0,5508.0
22,2,5,31,160,9.0,0,6348.0
8,6,3,27,175,9.0,0,4644.0
19,2,4,67,175,9.0,0,3579.0
2,6,1,53,165,9.0,0,6646.0
17,3,3,52,485,9.0,0,6517.0
22,2,3,2,160,5.0,0,16585.0
9,3,1,15,165,48.0,0,4644.0
0,4,3,0,155,1.0,1,32003.0
9,4,1,5,165,3.0,0,6991.0
19,1,5,68,400,9.0,0,4417.0
6,6,5,42,175,4.0,0,6887.0
7,3,0,23,175,7.0,0,4644.0
6,0,0,63,170,13.0,0,4318.0
9,2,0,1,170,1.0,0,12500.0
3,3,5,39,165,2.0,0,8221.0
0,1,5,19,165,9.0,0,4756.0
9,1,0,24,165,1.0,0,4644.0
22,5,3,61,165,9.0,0,5508.0
6,5,3,61,175,8.0,0,6887.0
18,6,1,53,170,9.0,0,3925.0
8,5,1,66,180,45.0,0,3925.0
12,3,1,1,165,2.0,0,14421.0
6,2,4,25,275,1.0,0,7253.0
21,5,3,61,160,7.0,0,5508.0
20,1,3,60,170,9.0,0,3579.0
6,0,4,80,170,16.0,0,3925.0
8,0,4,73,175,27.0,0,3925.0
21,3,3,24,160,9.0,0,4668.0
6,5,1,52,165,3.0,0,6887.0
8,4,4,58,175,9.0,0,5554.0
7,4,1,75,170,13.0,0,3264.0
1,3,5,25,165,9.0,0,7381.0
15,0,3,36,175,9.0,0,7045.0
11,5,3,26,155,6.0,0,4530.0
6,1,0,52,170,8.0,0,8041.0
17,4,5,29,485,9.0,0,4417.0
22,2,3,72,160,9.0,0,5508.0
6,5,4,0,165,3.0,0,8041.0
19,1,4,90,400,9.0,0,5047.0
18,0,0,70,170,9.0,0,4945.0
2,5,4,42,165,3.0,0,8221.0
6,3,1,15,170,14.0,0,4944.0
10,2,0,36,180,7.0,0,9276.0
15,0,0,42,175,9.0,0,5469.0
11,3,0,86,160,7.0,0,5160.0
0,0,3,43,165,8.0,0,8431.0
4,5,4,63,165,44.0,0,4220.0
11,6,5,35,160,7.0,0,8121.0
9,2,4,74,165,17.0,0,4377.0
11,1,0,24,160,7.0,0,4530.0
1,1,3,25,170,9.0,0,3601.0
17,6,0,68,485,9.0,0,4417.0
14,2,5,17,170,9.0,0,3873.0
19,6,0,12,400,9.0,0,7855.0
6,1,1,23,275,2.0,0,4691.0
7,2,1,63,165,74.0,0,4944.0
9,0,3,64,285,2.0,0,3788.0
17,1,5,33,485,9.0,0,4417.0
9,5,0,46,170,7.0,0,6887.0
9,0,5,9,285,17.0,0,6444.0
3,5,4,21,180,9.0,0,4756.0
3,3,1,71,165,2.0,0,3548.0
9,6,4,71,165,5.0,0,3417.0
9,6,4,71,165,17.0,0,4644.0
6,2,1,35,170,2.0,0,9928.0
0,1,1,30,170,9.0,0,8221.0
18,6,5,91,170,9.0,0,3265.0
22,5,3,5,165,9.0,0,8448.0
22,5,0,39,160,8.0,0,7398.0
22,5,4,7,165,9.0,0,6768.0
5,5,4,35,160,55.0,0,4594.0
12,6,3,83,175,3.0,0,3270.0
9,5,5,55,170,3.0,0,4377.0
9,3,4,47,170,9.0,0,4944.0
19,0,0,70,175,9.0,0,3925.0
7,5,3,54,170,6.0,0,4377.0
8,5,1,66,175,51.0,0,3925.0
6,2,1,84,260,2.0,0,4208.0
17,4,0,62,485,9.0,0,4417.0
7,3,0,16,165,1.0,0,3579.0
2,0,0,63,165,3.0,0,4021.0
6,5,4,84,290,6.0,0,5208.0
20,1,1,37,170,9.0,0,5575.0
3,6,5,70,165,4.0,0,3548.0
8,6,4,50,245,13.0,0,5606.0
16,6,5,63,170,9.0,0,3211.0
11,0,0,7,155,5.0,0,10116.0
19,2,0,85,175,9.0,0,3579.0
15,3,0,23,175,9.0,0,4839.0
6,2,1,42,260,7.0,0,7864.0
6,3,1,64,275,17.0,1,5023.0
8,4,1,68,180,33.0,0,3925.0
8,6,4,57,245,4.0,0,6413.0
22,0,5,37,160,8.0,0,8658.0
0,4,0,6,165,2.0,0,8326.0
21,3,3,3,175,9.0,0,8448.0
21,6,1,74,175,8.0,0,5508.0
17,3,4,5,485,9.0,0,8775.0
13,6,5,91,165,5.0,0,3270.0
17,6,0,40,485,9.0,0,5363.0
3,0,4,17,165,9.0,0,4756.0
7,1,4,62,165,6.0,0,4377.0
6,0,0,56,170,1.0,0,6887.0
22,2,5,87,160,7.0,0,5508.0
19,4,1,5,400,9.0,0,9091.0
21,4,0,34,160,9.0,0,8868.0
9,1,0,38,285,4.0,0,9770.0
11,4,0,83,155,7.0,0,5160.0
9,5,0,67,285,1.0,0,3629.0
6,1,5,89,170,17.0,0,4644.0
10,3,5,32,180,7.0,0,8121.0
6,0,0,56,285,8.0,1,8256.0
4,1,3,25,165,78.0,0,4594.0
10,0,5,37,180,7.0,0,9801.0
21,1,3,39,175,9.0,0,7398.0
19,4,5,50,175,9.0,0,4945.0
6,0,4,17,175,7.0,0,6887.0
22,6,0,54,160,9.0,0,7398.0
5,5,1,80,160,51.0,0,3583.0
8,4,5,85,245,16.0,0,4696.0
7,5,0,53,170,7.0,0,4377.0
19,4,3,14,175,9.0,0,5995.0
6,2,1,35,175,7.0,0,9302.0
8,0,1,55,180,8.0,0,5554.0
9,4,0,27,170,48.0,0,4377.0
7,4,5,43,175,7.0,0,5554.0
6,3,1,1,275,1.0,1,26863.0
8,6,4,1,245,22.0,0,8723.0
22,3,5,25,160,9.0,0,5403.0
7,4,5,85,165,10.0,0,3264.0
8,3,5,32,175,6.0,0,5554.0
6,4,1,75,285,18.0,0,4011.0
18,4,2,4,170,9.0,0,11245.0
9,4,0,20,170,5.0,0,3925.0
6,4,4,37,170,4.0,0,8041.0
10,2,5,73,180,7.0,0,5160.0
11,1,3,4,155,1.0,0,7281.0
6,4,3,28,175,23.0,0,5554.0
6,2,5,38,260,10.0,0,8826.0
19,6,4,57,400,9.0,0,4417.0
13,0,1,55,165,7.0,0,5160.0
12,3,0,30,165,7.0,0,8121.0
8,2,5,80,175,45.0,0,3925.0
6,4,0,69,260,25.0,0,5203.0
21,1,5,26,175,9.0,0,4668.0
10,4,0,27,180,7.0,0,8121.0
1,5,0,4,165,1.0,0,9901.0
19,1,1,9,400,9.0,0,8591.0
22,1,3,88,160,9.0,0,5508.0
0,0,0,77,170,4.0,0,3548.0
1,4,3,63,165,8.0,0,4021.0
13,6,3,55,165,7.0,0,5160.0
22,6,3,6,160,9.0,0,8448.0
6,3,1,78,170,19.0,0,4644.0
19,6,4,50,175,9.0,0,6309.0
10,2,4,81,180,7.0,0,5160.0
7,0,3,15,175,6.0,0,4944.0
2,6,1,4,165,5.0,0,10741.0
19,0,0,35,400,9.0,0,7043.0
8,1,0,73,175,20.0,0,3925.0
9,6,3,13,165,55.0,0,5554.0
15,6,1,81,175,9.0,0,3211.0
11,2,0,64,155,7.0,0,5160.0
14,6,1,88,170,9.0,0,3211.0
5,2,1,21,160,8.0,0,5465.0
8,2,5,52,175,7.0,0,8041.0
0,5,1,66,170,9.0,0,4021.0
6,5,5,20,165,2.0,0,4644.0
6,4,3,21,260,2.0,0,4567.0
7,1,1,16,175,69.0,0,3925.0
6,4,0,6,170,24.0,0,8041.0
6,1,4,34,170,4.0,0,6887.0
14,0,4,17,170,9.0,0,4839.0
22,6,3,69,160,9.0,0,5508.0
10,5,3,54,180,7.0,0,5160.0
3,4,4,37,165,1.0,0,7381.0
10,5,4,56,180,7.0,0,5160.0
7,6,0,19,170,41.0,0,3579.0
13,1,5,61,165,3.0,0,3270.0
7,6,5,56,175,7.0,0,5554.0
12,1,3,60,165,3.0,0,3270.0
10,5,4,77,180,7.0,0,3270.0
9,0,0,42,165,10.0,0,8041.0
6,5,3,47,290,8.0,0,6211.0
7,1,5,12,170,24.0,0,3579.0
8,5,0,4,175,44.0,0,8041.0
17,2,4,18,485,9.0,0,4417.0
11,1,4,20,155,7.0,0,3900.0
2,2,3,2,165,1.0,0,17723.0
12,4,5,22,165,5.0,0,3900.0
9,5,1,87,170,60.0,0,3579.0
22,6,4,15,160,9.0,0,4143.0
22,5,4,0,165,9.0,0,8448.0
0,1,0,59,170,9.0,0,4651.0
4,3,3,59,165,95.0,0,4220.0
9,5,4,70,280,19.0,0,4011.0
16,1,5,68,170,9.0,0,3211.0
7,6,3,90,170,109.0,0,4377.0
18,4,5,22,170,9.0,0,3925.0
19,0,3,15,400,9.0,0,5835.0
7,4,0,27,175,11.0,0,4944.0
9,1,3,60,165,7.0,0,7280.0
9,2,1,84,170,73.0,0,3925.0
22,3,1,1,160,3.0,0,14485.0
