Origin,Destination,Dept_Date,Dept_Time,Arr_Time,Total_Fare,Base_Fare,Fuel_Fare,Airways,Available,Duration,Class_Type,Flight Number,Flight Code,FlightID,Hopping,Taken
BLR,DEL,2018-11-21T18:30:00Z,18:30,23:05,7779,6450,1058,IndiGo,12,4h 35m,Economy,847_ 447,6E,6E_847_ 447_,FALSE,13-11-2018
BLR,DEL,2018-11-21T17:00:00Z,17:00,19:45,8011,7300,439,Air India,9,2h 45m,Economy,503,AI,AI_503_,FALSE,13-11-2018
BLR,HYD,2018-11-21T08:15:00Z,8:15,9:15,8320,7300,512,Air India,9,4h 0m,Economy,516,AI,AI_516_AI_543_,FALSE,13-11-2018
BLR,DEL,2018-11-21T08:45:00Z,8:45,15:25,8381,6864,452,Spicejet,9,6h 40m,Economy,1063_ 124,SG,SG_1063_ 124_,FALSE,13-11-2018
BLR,IDR,2018-11-21T12:40:00Z,12:40,14:30,8709,5985,2202,Jet Airways,1,10h 15m,Economy,803,9W,9W_803_9W_794_,TRUE,13-11-2018
BLR,HYD,2018-11-21T17:00:00Z,17:00,18:05,8793,7750,535,Air India,9,6h 10m,Economy,977,AI,AI_977_AI_127_,FALSE,13-11-2018
BLR,HYD,2018-11-21T08:15:00Z,8:15,9:15,8828,7300,512,Air India,9,14h 55m,Economy,516,AI,AI_516_AI_127_,TRUE,13-11-2018
BLR,DEL,2018-11-21T10:00:00Z,10:00,12:45,8851,8100,479,Air India,9,2h 45m,Economy,505,AI,AI_505_,FALSE,13-11-2018
BLR,DEL,2018-11-21T21:10:00Z,21:10,23:55,8851,8100,479,Air India,3,2h 45m,Economy,173,AI,AI_173_,FALSE,13-11-2018
BLR,AMD,2018-11-21T06:40:00Z,6:40,8:40,9326,8250,704,Vistara,9,15h 15m,Economy,923,UK,UK_923_UK_966_,TRUE,13-11-2018
BLR,PNQ,2018-11-21T02:10:00Z,2:10,3:40,9355,6600,2233,Jet Airways,7,5h 10m,Economy,776,9W,9W_776_9W_364_,FALSE,13-11-2018
BLR,PNQ,2018-11-21T02:10:00Z,2:10,3:40,9355,6600,2233,Jet Airways,7,11h 15m,Economy,776,9W,9W_776_9W_366_,TRUE,13-11-2018
BLR,PNQ,2018-11-21T02:10:00Z,2:10,3:40,9355,6600,2233,Jet Airways,5,17h 50m,Economy,776,9W,9W_776_9W_786_,TRUE,13-11-2018
BLR,GAU,2018-11-21T10:00:00Z,10:00,13:00,9528,6165,2841,Jet Airways,7,11h 15m,Economy,659,9W,9W_659_9W_722_,TRUE,13-11-2018
BLR,COK,2018-11-21T06:55:00Z,6:55,8:15,9717,8700,509,Air India,9,6h 25m,Economy,9505,AI,AI_9505_AI_511_,FALSE,13-11-2018
BLR,COK,2018-11-21T06:55:00Z,6:55,8:15,9717,8700,509,Air India,9,16h 25m,Economy,9505,AI,AI_9505_AI_47_,TRUE,13-11-2018
BLR,HYD,2018-11-21T08:15:00Z,8:15,9:15,9826,8250,560,Air India,9,10h 15m,Economy,516,AI,AI_516_AI_541_,TRUE,13-11-2018
BLR,AMD,2018-11-21T06:40:00Z,6:40,8:40,10113,9000,741,Vistara,9,5h 55m,Economy,923,UK,UK_923_UK_976_,TRUE,13-11-2018
BLR,MAA,2018-11-21T19:40:00Z,19:40,21:00,10310,7510,2278,Jet Airways,7,5h 10m,Economy,869,9W,9W_869_9W_847_,FALSE,13-11-2018
BLR,MAA,2018-11-21T18:00:00Z,18:00,19:15,10310,7510,2278,Jet Airways,7,6h 50m,Economy,875,9W,9W_875_9W_847_,TRUE,13-11-2018
BLR,MAA,2018-11-21T17:00:00Z,17:00,18:20,10310,7510,2278,Jet Airways,7,7h 50m,Economy,873,9W,9W_873_9W_847_,FALSE,13-11-2018
BLR,MAA,2018-11-21T09:00:00Z,9:00,10:05,10310,7510,2278,Jet Airways,7,15h 50m,Economy,871,9W,9W_871_9W_847_,TRUE,13-11-2018
BLR,MAA,2018-11-21T08:25:00Z,8:25,9:25,10310,7510,2278,Jet Airways,7,16h 25m,Economy,783,9W,9W_783_9W_847_,TRUE,13-11-2018
BLR,MAA,2018-11-21T07:00:00Z,7:00,7:55,10310,7510,2278,Jet Airways,7,17h 50m,Economy,849,9W,9W_849_9W_847_,TRUE,13-11-2018
BLR,BOM,2018-11-21T17:25:00Z,17:25,19:00,10604,9700,632,Air India,1,5h 50m,Economy,608,AI,AI_608_AI_101_,TRUE,13-11-2018
BLR,BOM,2018-11-21T12:00:00Z,12:00,14:30,10604,9700,632,Air India,9,6h 15m,Economy,507,AI,AI_507_AI_687_,TRUE,13-11-2018
BLR,BOM,2018-11-21T12:00:00Z,12:00,14:30,10604,9700,632,Air India,9,7h 10m,Economy,507,AI,AI_507_AI_144_,TRUE,13-11-2018
BLR,HYD,2018-11-21T08:15:00Z,8:15,9:15,10823,9200,607,Air India,9,13h 10m,Economy,516,AI,AI_516_AI_840_,TRUE,13-11-2018
BLR,BOM,2018-11-21T08:55:00Z,8:55,10:55,10825,8000,2303,Jet Airways,5,10h 15m,Economy,412,9W,9W_412_9W_353_,TRUE,13-11-2018
BLR,BOM,2018-11-21T14:05:00Z,14:05,15:45,10825,8000,2303,Jet Airways,6,10h 40m,Economy,444,9W,9W_444_9W_310_,TRUE,13-11-2018
BLR,BOM,2018-11-21T21:25:00Z,21:25,23:10,10825,8000,2303,Jet Airways,1,10h 50m,Economy,449,9W,9W_449_9W_762_,TRUE,13-11-2018
BLR,BOM,2018-11-21T08:55:00Z,8:55,10:55,10825,8000,2303,Jet Airways,3,11h 15m,Economy,412,9W,9W_412_9W_311_,TRUE,13-11-2018
BLR,BOM,2018-11-21T11:40:00Z,11:40,13:35,10825,8000,2303,Jet Airways,1,11h 20m,Economy,450,9W,9W_450_9W_361_,TRUE,13-11-2018
BLR,BOM,2018-11-21T07:00:00Z,7:00,8:40,10825,8000,2303,Jet Airways,1,11h 25m,Economy,478,9W,9W_478_9W_305_,TRUE,13-11-2018
BLR,BOM,2018-11-21T21:25:00Z,21:25,23:10,10825,8000,2303,Jet Airways,5,11h 25m,Economy,449,9W,9W_449_9W_301_,TRUE,13-11-2018
BLR,BOM,2018-11-21T20:35:00Z,20:35,22:30,10825,8000,2303,Jet Airways,5,11h 40m,Economy,442,9W,9W_442_9W_762_,TRUE,13-11-2018
BLR,BOM,2018-11-21T21:25:00Z,21:25,23:10,10825,8000,2303,Jet Airways,7,12h 5m,Economy,449,9W,9W_449_9W_346_,TRUE,13-11-2018
BLR,BOM,2018-11-21T07:00:00Z,7:00,8:40,10825,8000,2303,Jet Airways,7,12h 10m,Economy,478,9W,9W_478_9W_353_,TRUE,13-11-2018
BLR,BOM,2018-11-21T08:00:00Z,8:00,9:50,10825,8000,2303,Jet Airways,4,12h 10m,Economy,482,9W,9W_482_9W_311_,TRUE,13-11-2018
BLR,BOM,2018-11-21T16:55:00Z,16:55,18:50,10825,8000,2303,Jet Airways,1,12h 10m,Economy,416,9W,9W_416_9W_339_,TRUE,13-11-2018
BLR,BOM,2018-11-21T20:35:00Z,20:35,22:30,10825,8000,2303,Jet Airways,5,12h 15m,Economy,442,9W,9W_442_9W_301_,TRUE,13-11-2018
BLR,AMD,2018-11-21T17:30:00Z,17:30,19:35,11111,9950,789,Vistara,9,4h 25m,Economy,925,UK,UK_925_UK_966_,TRUE,13-11-2018
BLR,PNQ,2018-11-21T05:35:00Z,5:35,7:10,11350,8500,2328,Jet Airways,3,4h 20m,Economy,922,9W,9W_922_9W_371_,FALSE,13-11-2018
BLR,PNQ,2018-11-21T02:10:00Z,2:10,3:40,11350,8500,2328,Jet Airways,7,7h 45m,Economy,776,9W,9W_776_9W_371_,TRUE,13-11-2018
BLR,CCU,2018-11-21T05:50:00Z,5:50,8:20,11602,10650,680,Air India,9,6h 30m,Economy,776,AI,AI_776_AI_21_,TRUE,13-11-2018
BLR,MAA,2018-11-21T09:00:00Z,9:00,10:05,12505,9600,2383,Jet Airways,7,5h 25m,Economy,871,9W,9W_871_9W_740_,TRUE,13-11-2018
BLR,MAA,2018-11-21T08:25:00Z,8:25,9:25,12505,9600,2383,Jet Airways,7,6h 0m,Economy,783,9W,9W_783_9W_740_,TRUE,13-11-2018
BLR,MAA,2018-11-21T02:30:00Z,2:30,3:30,12505,9600,2383,Jet Airways,7,6h 25m,Economy,9726,9W,9W_9726_9W_822_,TRUE,13-11-2018
BLR,MAA,2018-11-21T07:00:00Z,7:00,7:55,12505,9600,2383,Jet Airways,7,7h 25m,Economy,849,9W,9W_849_9W_740_,TRUE,13-11-2018
BLR,BOM,2018-11-21T05:45:00Z,5:45,7:25,12925,10000,2403,Jet Airways,4,4h 40m,Economy,410,9W,9W_410_9W_333_,TRUE,13-11-2018
BLR,BOM,2018-11-21T05:45:00Z,5:45,7:25,12925,10000,2403,Jet Airways,7,5h 0m,Economy,410,9W,9W_410_9W_355_,TRUE,13-11-2018
BLR,BOM,2018-11-21T14:05:00Z,14:05,15:45,12925,10000,2403,Jet Airways,7,5h 5m,Economy,444,9W,9W_444_9W_353_,FALSE,13-11-2018
BLR,BOM,2018-11-21T08:00:00Z,8:00,9:50,12925,10000,2403,Jet Airways,7,5h 15m,Economy,482,9W,9W_482_9W_307_,TRUE,13-11-2018
BLR,BOM,2018-11-21T07:00:00Z,7:00,8:40,12925,10000,2403,Jet Airways,7,5h 25m,Economy,478,9W,9W_478_9W_331_,TRUE,13-11-2018
BLR,BOM,2018-11-21T05:45:00Z,5:45,7:25,12925,10000,2403,Jet Airways,7,5h 40m,Economy,410,9W,9W_410_9W_839_,TRUE,13-11-2018
BLR,BOM,2018-11-21T14:05:00Z,14:05,15:45,12925,10000,2403,Jet Airways,7,6h 5m,Economy,444,9W,9W_444_9W_311_,TRUE,13-11-2018
BLR,BOM,2018-11-21T16:55:00Z,16:55,18:50,12925,10000,2403,Jet Airways,7,6h 5m,Economy,416,9W,9W_416_9W_361_,TRUE,13-11-2018
BLR,BOM,2018-11-21T18:40:00Z,18:40,20:30,12925,10000,2403,Jet Airways,7,6h 5m,Economy,448,9W,9W_448_9W_310_,TRUE,13-11-2018
BLR,BOM,2018-11-21T07:00:00Z,7:00,8:40,12925,10000,2403,Jet Airways,7,6h 15m,Economy,478,9W,9W_478_9W_307_,TRUE,13-11-2018
BLR,BOM,2018-11-21T22:50:00Z,22:50,0:45,12925,10000,2403,Jet Airways,7,6h 15m,Economy,393,9W,9W_393_9W_339_,TRUE,13-11-2018
BLR,BOM,2018-11-21T08:55:00Z,8:55,10:55,12925,10000,2403,Jet Airways,7,6h 20m,Economy,412,9W,9W_412_9W_351_,TRUE,13-11-2018
BLR,BDQ,2018-11-21T05:50:00Z,5:50,8:00,12925,10000,2403,Jet Airways,7,6h 30m,Economy,320,9W,9W_320_9W_986_,TRUE,13-11-2018
BLR,BOM,2018-11-21T05:45:00Z,5:45,7:25,12925,10000,2403,Jet Airways,7,6h 40m,Economy,410,9W,9W_410_9W_331_,TRUE,13-11-2018
BLR,BOM,2018-11-21T11:40:00Z,11:40,13:35,12925,10000,2403,Jet Airways,7,6h 45m,Economy,450,9W,9W_450_9W_305_,TRUE,13-11-2018
BLR,BOM,2018-11-21T08:00:00Z,8:00,9:50,12925,10000,2403,Jet Airways,7,7h 15m,Economy,482,9W,9W_482_9W_351_,TRUE,13-11-2018
BLR,BOM,2018-11-21T14:05:00Z,14:05,15:45,12925,10000,2403,Jet Airways,7,7h 15m,Economy,444,9W,9W_444_9W_309_,TRUE,13-11-2018
BLR,BOM,2018-11-21T05:45:00Z,5:45,7:25,12925,10000,2403,Jet Airways,7,7h 30m,Economy,410,9W,9W_410_9W_307_,TRUE,13-11-2018
BLR,BOM,2018-11-21T11:40:00Z,11:40,13:35,12925,10000,2403,Jet Airways,7,7h 30m,Economy,450,9W,9W_450_9W_353_,TRUE,13-11-2018
BLR,BOM,2018-11-21T21:25:00Z,21:25,23:10,12925,10000,2403,Jet Airways,7,7h 40m,Economy,449,9W,9W_449_9W_339_,TRUE,13-11-2018
BLR,DEL,2018-11-21T04:55:00Z,4:55,7:35,13741,12653,935,AirAsia,1,2h 40m,Economy,2878,I5,I5_2878_,FALSE,13-11-2018
BLR,BBI,2018-11-21T09:30:00Z,9:30,11:15,13807,12750,785,Air India,5,6h 50m,Economy,738,AI,AI_738_AI_76_,TRUE,13-11-2018
BLR,MAA,2018-11-21T17:00:00Z,17:00,18:20,14815,11800,2493,Jet Airways,7,5h 15m,Economy,873,9W,9W_873_9W_831_,TRUE,13-11-2018
BLR,BOM,2018-11-21T12:00:00Z,12:00,14:30,21104,19700,1132,Air India,9,7h 10m,Economy,507,AI,AI_507_AI_442_,TRUE,13-11-2018
BLR,DEL,2018-11-22T23:25:00Z,23:25,2:10,3784,3170,461,AirAsia,3,2h 45m,Economy,722,I5,I5_722_,FALSE,13-11-2018
BLR,DEL,2018-11-22T23:30:00Z,23:30,2:20,3925,3030,624,IndiGo,3,2h 50m,Economy,2484,6E,6E_2484_,FALSE,13-11-2018
BLR,DEL,2018-11-22T04:55:00Z,4:55,7:35,4220,3586,481,AirAsia,12,2h 40m,Economy,2878,I5,I5_2878_,FALSE,13-11-2018
BLR,DEL,2018-11-22T00:40:00Z,0:40,3:25,4377,3460,646,IndiGo,2,2h 45m,Economy,2625,6E,6E_2625_,FALSE,13-11-2018
BLR,DEL,2018-11-22T01:30:00Z,1:30,4:15,4377,3460,646,IndiGo,4,2h 45m,Economy,2135,6E,6E_2135_,FALSE,13-11-2018
BLR,DEL,2018-11-22T04:00:00Z,4:00,6:50,4377,3460,646,IndiGo,3,2h 50m,Economy,2475,6E,6E_2475_,FALSE,13-11-2018
BLR,DEL,2018-11-22T02:00:00Z,2:00,4:45,4530,2730,1403,Jet Airways,7,2h 45m,Economy,814,9W,9W_814_,FALSE,13-11-2018
BLR,DEL,2018-11-22T05:45:00Z,5:45,8:35,4639,4010,308,Spicejet,9,2h 50m,Economy,136,SG,SG_136_,FALSE,13-11-2018
BLR,DEL,2018-11-22T06:00:00Z,6:00,8:45,4644,3715,658,IndiGo,13,2h 45m,Economy,2132,6E,6E_2132_,FALSE,13-11-2018
BLR,DEL,2018-11-22T22:20:00Z,22:20,1:10,4644,3715,658,IndiGo,5,2h 50m,Economy,2289,6E,6E_2289_,FALSE,13-11-2018
BLR,DEL,2018-11-22T08:30:00Z,8:30,11:30,4644,3715,658,IndiGo,1,3h 0m,Economy,2367,6E,6E_2367_,FALSE,13-11-2018
BLR,DEL,2018-11-22T20:00:00Z,20:00,22:55,4944,4001,672,IndiGo,2,2h 55m,Economy,2716,6E,6E_2716_,FALSE,13-11-2018
BLR,DEL,2018-11-22T21:20:00Z,21:20,0:15,4944,4001,672,IndiGo,4,2h 55m,Economy,2305,6E,6E_2305_,FALSE,13-11-2018
BLR,DEL,2018-11-22T19:55:00Z,19:55,22:30,5160,3330,1433,Jet Airways,3,2h 35m,Economy,812,9W,9W_812_,FALSE,13-11-2018
BLR,DEL,2018-11-22T07:10:00Z,7:10,9:55,5160,3330,1433,Jet Airways,7,2h 45m,Economy,836,9W,9W_836_,FALSE,13-11-2018
BLR,DEL,2018-11-22T08:20:00Z,8:20,11:15,5160,3330,1433,Jet Airways,7,2h 55m,Economy,824,9W,9W_824_,FALSE,13-11-2018
BLR,DEL,2018-11-22T20:30:00Z,20:30,23:20,5259,4600,338,Spicejet,9,2h 50m,Economy,198,SG,SG_198_,FALSE,13-11-2018
BLR,IDR,2018-11-22T12:40:00Z,12:40,14:30,5591,3015,2054,Jet Airways,1,18h 35m,Economy,803,9W,9W_803_9W_792_,FALSE,13-11-2018
BLR,DEL,2018-11-22T09:35:00Z,9:35,12:30,5995,5300,374,Spicejet,9,2h 55m,Economy,192,SG,SG_192_,FALSE,13-11-2018
BLR,DEL,2018-11-22T16:50:00Z,16:50,21:35,6628,5555,802,IndiGo,44,4h 45m,Economy,427_ 202,6E,6E_427_ 202_,FALSE,13-11-2018
BLR,DEL,2018-11-22T07:00:00Z,7:00,9:40,6768,6000,446,Vistara,9,2h 40m,Economy,810,UK,UK_810_,FALSE,13-11-2018
BLR,DEL,2018-11-22T11:30:00Z,11:30,14:10,6768,6000,446,Vistara,9,2h 40m,Economy,816,UK,UK_816_,FALSE,13-11-2018
BLR,DEL,2018-11-22T09:50:00Z,9:50,12:35,6768,6000,446,Vistara,9,2h 45m,Economy,812,UK,UK_812_,FALSE,13-11-2018
BLR,DEL,2018-11-22T13:00:00Z,13:00,15:50,6887,5850,766,IndiGo,32,2h 50m,Economy,2246,6E,6E_2246_,FALSE,13-11-2018
BLR,DEL,2018-11-22T18:55:00Z,18:55,21:45,6887,5850,766,IndiGo,54,2h 50m,Economy,2808,6E,6E_2808_,FALSE,13-11-2018
BLR,DEL,2018-11-22T10:05:00Z,10:05,13:00,6887,5850,766,IndiGo,66,2h 55m,Economy,2943,6E,6E_2943_,FALSE,13-11-2018
BLR,DEL,2018-11-22T18:25:00Z,18:25,21:20,6887,5850,766,IndiGo,30,2h 55m,Economy,2783,6E,6E_2783_,FALSE,13-11-2018
BLR,DEL,2018-11-22T19:40:00Z,19:40,22:20,6978,6200,456,Vistara,9,2h 40m,Economy,818,UK,UK_818_,FALSE,13-11-2018
BLR,DEL,2018-11-22T21:10:00Z,21:10,0:05,6978,6200,456,Vistara,9,2h 55m,Economy,814,UK,UK_814_,FALSE,13-11-2018
BLR,DEL,2018-11-22T15:35:00Z,15:35,23:40,6995,5544,386,Spicejet,9,8h 5m,Economy,568_ 126,SG,SG_568_ 126_,FALSE,13-11-2018
BLR,DEL,2018-11-22T16:15:00Z,16:15,20:35,7074,5779,1024,IndiGo,11,4h 20m,Economy,466_ 595,6E,6E_466_ 595_,FALSE,13-11-2018
BLR,DEL,2018-11-22T10:00:00Z,10:00,12:45,7171,6500,399,Air India,9,2h 45m,Economy,505,AI,AI_505_,FALSE,13-11-2018
BLR,DEL,2018-11-22T17:00:00Z,17:00,19:45,7171,6500,399,Air India,8,2h 45m,Economy,503,AI,AI_503_,FALSE,13-11-2018
BLR,DEL,2018-11-22T21:10:00Z,21:10,23:55,7171,6500,399,Air India,2,2h 45m,Economy,173,AI,AI_173_,FALSE,13-11-2018
BLR,DEL,2018-11-22T13:20:00Z,13:20,16:10,7171,6500,399,Air India,9,2h 50m,Economy,501,AI,AI_501_,FALSE,13-11-2018
BLR,DEL,2018-11-22T11:10:00Z,11:10,14:05,7281,5350,1534,Jet Airways,7,2h 55m,Economy,820,9W,9W_820_,FALSE,13-11-2018
BLR,DEL,2018-11-22T18:55:00Z,18:55,21:55,7281,5350,1534,Jet Airways,5,3h 0m,Economy,833,9W,9W_833_,FALSE,13-11-2018
BLR,DEL,2018-11-22T08:45:00Z,8:45,15:25,7523,6048,410,Spicejet,9,6h 40m,Economy,1063_ 124,SG,SG_1063_ 124_,FALSE,13-11-2018
BLR,IDR,2018-11-22T12:40:00Z,12:40,14:30,7554,4885,2147,Jet Airways,5,10h 15m,Economy,803,9W,9W_803_9W_794_,FALSE,13-11-2018
BLR,DEL,2018-11-22T18:30:00Z,18:30,23:05,7779,6450,1058,IndiGo,13,4h 35m,Economy,847_ 447,6E,6E_847_ 447_,FALSE,13-11-2018
BLR,HYD,2018-11-22T08:15:00Z,8:15,9:15,8320,7300,512,Air India,9,4h 0m,Economy,516,AI,AI_516_AI_543_,FALSE,13-11-2018
BLR,DEL,2018-11-22T05:15:00Z,5:15,10:00,8407,7048,1088,IndiGo,6,4h 45m,Economy,602_ 846,6E,6E_602_ 846_,FALSE,13-11-2018
BLR,DEL,2018-11-22T17:45:00Z,17:45,20:45,8436,6450,1589,Jet Airways,7,3h 0m,Economy,816,9W,9W_816_,FALSE,13-11-2018
BLR,DEL,2018-11-22T18:30:00Z,18:30,23:05,8464,7103,1090,IndiGo,33,4h 35m,Economy,847_ 633,6E,6E_847_ 633_,TRUE,13-11-2018
BLR,HYD,2018-11-22T08:15:00Z,8:15,9:15,8828,7300,512,Air India,9,14h 55m,Economy,516,AI,AI_516_AI_127_,TRUE,13-11-2018
BLR,PNQ,2018-11-22T02:10:00Z,2:10,3:40,9355,6600,2233,Jet Airways,7,5h 10m,Economy,776,9W,9W_776_9W_364_,FALSE,13-11-2018
BLR,PNQ,2018-11-22T02:10:00Z,2:10,3:40,9355,6600,2233,Jet Airways,4,11h 15m,Economy,776,9W,9W_776_9W_366_,TRUE,13-11-2018
BLR,GAU,2018-11-22T10:00:00Z,10:00,13:00,9528,6165,2841,Jet Airways,5,11h 15m,Economy,659,9W,9W_659_9W_722_,TRUE,13-11-2018
BLR,COK,2018-11-22T22:00:00Z,22:00,23:00,9580,8500,572,Air India,9,12h 50m,Economy,587,AI,AI_587_AI_466_,FALSE,13-11-2018
BLR,COK,2018-11-22T06:55:00Z,6:55,8:15,9717,8700,509,Air India,3,6h 25m,Economy,9505,AI,AI_9505_AI_511_,FALSE,13-11-2018
BLR,COK,2018-11-22T06:55:00Z,6:55,8:15,9717,8700,509,Air India,3,16h 25m,Economy,9505,AI,AI_9505_AI_47_,TRUE,13-11-2018
BLR,HYD,2018-11-22T08:15:00Z,8:15,9:15,9826,8250,560,Air India,9,10h 15m,Economy,516,AI,AI_516_AI_541_,TRUE,13-11-2018
BLR,DEL,2018-11-22T11:20:00Z,11:20,15:25,9880,8651,958,IndiGo,59,4h 5m,Economy,2065,6E,6E_2065_,TRUE,13-11-2018
BLR,GAU,2018-11-22T13:50:00Z,13:50,16:55,10321,9500,549,Air India,9,8h 20m,Economy,727,AI,AI_727_AI_892_,TRUE,13-11-2018
BLR,MAA,2018-11-22T11:50:00Z,11:50,12:35,10394,9500,622,Air India,4,12h 5m,Economy,564,AI,AI_564_AI_43_,TRUE,13-11-2018
BLR,AMD,2018-11-22T17:30:00Z,17:30,19:35,10481,9350,759,Vistara,3,4h 25m,Economy,925,UK,UK_925_UK_966_,FALSE,13-11-2018
BLR,AMD,2018-11-22T06:40:00Z,6:40,8:40,10481,9350,759,Vistara,7,15h 15m,Economy,923,UK,UK_923_UK_966_,TRUE,13-11-2018
BLR,AMD,2018-11-22T17:30:00Z,17:30,19:35,10481,9350,759,Vistara,3,16h 55m,Economy,925,UK,UK_925_UK_946_,FALSE,13-11-2018
BLR,AMD,2018-11-22T17:30:00Z,17:30,19:35,10481,9350,759,Vistara,3,19h 5m,Economy,925,UK,UK_925_UK_976_,TRUE,13-11-2018
BLR,AMD,2018-11-22T06:40:00Z,6:40,8:40,10481,9350,759,Vistara,7,27h 45m,Economy,923,UK,UK_923_UK_946_,TRUE,13-11-2018
BLR,BOM,2018-11-22T17:25:00Z,17:25,19:00,10604,9700,632,Air India,2,5h 50m,Economy,608,AI,AI_608_AI_101_,FALSE,13-11-2018
BLR,BOM,2018-11-22T08:00:00Z,8:00,9:50,10825,8000,2303,Jet Airways,4,10h 25m,Economy,482,9W,9W_482_9W_305_,TRUE,13-11-2018
BLR,BOM,2018-11-22T22:50:00Z,22:50,0:45,10825,8000,2303,Jet Airways,7,10h 40m,Economy,393,9W,9W_393_9W_346_,TRUE,13-11-2018
BLR,BOM,2018-11-22T07:00:00Z,7:00,8:40,10825,8000,2303,Jet Airways,4,11h 25m,Economy,478,9W,9W_478_9W_305_,TRUE,13-11-2018
BLR,BOM,2018-11-22T22:50:00Z,22:50,0:45,10825,8000,2303,Jet Airways,3,11h 35m,Economy,393,9W,9W_393_9W_333_,TRUE,13-11-2018
BLR,BOM,2018-11-22T22:50:00Z,22:50,0:45,10825,8000,2303,Jet Airways,7,11h 55m,Economy,393,9W,9W_393_9W_355_,TRUE,13-11-2018
BLR,BOM,2018-11-22T22:50:00Z,22:50,0:45,10825,8000,2303,Jet Airways,7,12h 35m,Economy,393,9W,9W_393_9W_839_,TRUE,13-11-2018
BLR,BOM,2018-11-22T05:45:00Z,5:45,7:25,10825,8000,2303,Jet Airways,4,12h 40m,Economy,410,9W,9W_410_9W_305_,TRUE,13-11-2018
BLR,BOM,2018-11-22T11:40:00Z,11:40,13:35,10825,8000,2303,Jet Airways,4,13h 5m,Economy,450,9W,9W_450_9W_310_,TRUE,13-11-2018
BLR,BOM,2018-11-22T22:50:00Z,22:50,0:45,10825,8000,2303,Jet Airways,7,13h 35m,Economy,393,9W,9W_393_9W_331_,TRUE,13-11-2018
BLR,BOM,2018-11-22T22:50:00Z,22:50,0:45,10825,8000,2303,Jet Airways,7,14h 25m,Economy,393,9W,9W_393_9W_307_,TRUE,13-11-2018
BLR,BOM,2018-11-22T14:05:00Z,14:05,15:45,10825,8000,2303,Jet Airways,1,15h 0m,Economy,444,9W,9W_444_9W_339_,TRUE,13-11-2018
BLR,BOM,2018-11-22T16:55:00Z,16:55,18:55,10825,8000,2303,Jet Airways,4,15h 20m,Economy,416,9W,9W_416_9W_762_,TRUE,13-11-2018
BLR,BOM,2018-11-22T08:55:00Z,8:55,10:55,10825,8000,2303,Jet Airways,7,15h 50m,Economy,412,9W,9W_412_9W_310_,TRUE,13-11-2018
BLR,BOM,2018-11-22T16:55:00Z,16:55,18:55,10825,8000,2303,Jet Airways,4,15h 55m,Economy,416,9W,9W_416_9W_301_,TRUE,13-11-2018
BLR,AMD,2018-11-22T06:40:00Z,6:40,8:40,11268,10100,796,Vistara,7,5h 55m,Economy,923,UK,UK_923_UK_976_,TRUE,13-11-2018
BLR,BOM,2018-11-22T06:45:00Z,6:45,8:25,11287,10350,665,Air India,9,5h 30m,Economy,640,AI,AI_640_AI_809_,TRUE,13-11-2018
BLR,PNQ,2018-11-22T05:35:00Z,5:35,7:10,11350,8500,2328,Jet Airways,3,4h 20m,Economy,922,9W,9W_922_9W_371_,FALSE,13-11-2018
BLR,PNQ,2018-11-22T02:10:00Z,2:10,3:40,11350,8500,2328,Jet Airways,7,7h 45m,Economy,776,9W,9W_776_9W_371_,TRUE,13-11-2018
BLR,PNQ,2018-11-22T05:35:00Z,5:35,7:10,11350,8500,2328,Jet Airways,3,7h 50m,Economy,922,9W,9W_922_9W_366_,TRUE,13-11-2018
BLR,BOM,2018-11-22T08:55:00Z,8:55,10:55,11350,8500,2328,Jet Airways,3,10h 15m,Economy,412,9W,9W_412_9W_353_,TRUE,13-11-2018
BLR,BOM,2018-11-22T08:00:00Z,8:00,9:50,11350,8500,2328,Jet Airways,3,11h 10m,Economy,482,9W,9W_482_9W_353_,TRUE,13-11-2018
BLR,BOM,2018-11-22T08:55:00Z,8:55,10:55,11350,8500,2328,Jet Airways,7,11h 15m,Economy,412,9W,9W_412_9W_311_,TRUE,13-11-2018
BLR,BOM,2018-11-22T11:40:00Z,11:40,13:35,11350,8500,2328,Jet Airways,7,11h 20m,Economy,450,9W,9W_450_9W_361_,TRUE,13-11-2018
BLR,CCU,2018-11-22T05:50:00Z,5:50,8:20,11602,10650,680,Air India,9,6h 30m,Economy,776,AI,AI_776_AI_21_,TRUE,13-11-2018
BLR,MAA,2018-11-22T09:00:00Z,9:00,10:05,12505,9600,2383,Jet Airways,7,5h 25m,Economy,871,9W,9W_871_9W_740_,TRUE,13-11-2018
BLR,MAA,2018-11-22T08:25:00Z,8:25,9:25,12505,9600,2383,Jet Airways,7,6h 0m,Economy,783,9W,9W_783_9W_740_,TRUE,13-11-2018
BLR,MAA,2018-11-22T07:00:00Z,7:00,7:55,12505,9600,2383,Jet Airways,7,7h 25m,Economy,849,9W,9W_849_9W_740_,TRUE,13-11-2018
BLR,BOM,2018-11-22T05:45:00Z,5:45,7:25,12925,10000,2403,Jet Airways,7,4h 40m,Economy,410,9W,9W_410_9W_333_,TRUE,13-11-2018
BLR,BOM,2018-11-22T05:45:00Z,5:45,7:25,12925,10000,2403,Jet Airways,7,5h 0m,Economy,410,9W,9W_410_9W_355_,TRUE,13-11-2018
